date,ss,sunshine
19750729,  127,12.7
19750730,  127,12.7
19750731,    7,0.7
19750801,   66,6.6
19750802,  133,13.3
19750803,  139,13.9
19750804,  120,12
19750805,   45,4.5
19750806,  126,12.6
19750807,  123,12.3
19750808,  113,11.3
19750809,   75,7.5
19750810,   37,3.7
19750811,   56,5.6
19750812,   76,7.6
19750813,   80,8
19750814,   84,8.4
19750815,   49,4.9
19750816,   59,5.9
19750817,   51,5.1
19750818,   35,3.5
19750819,    0,0
19750820,    1,0.1
19750821,   29,2.9
19750822,   87,8.7
19750823,   70,7
19750824,   45,4.5
19750825,  115,11.5
19750826,  111,11.1
19750827,  121,12.1
19750828,  101,10.1
19750829,  111,11.1
19750830,    2,0.2
19750831,    0,0
19750901,  103,10.3
19750902,    4,0.4
19750903,   57,5.7
19750904,   63,6.3
19750905,   46,4.6
19750906,   64,6.4
19750907,   12,1.2
19750908,   67,6.7
19750909,    1,0.1
19750910,   80,8
19750911,   80,8
19750912,   65,6.5
19750913,   66,6.6
19750914,    0,0
19750915,   51,5.1
19750916,    4,0.4
19750917,   71,7.1
19750918,   74,7.4
19750919,   31,3.1
19750920,   66,6.6
19750921,   95,9.5
19750922,   66,6.6
19750923,   23,2.3
19750924,   48,4.8
19750925,    0,0
19750926,   94,9.4
19750927,   14,1.4
19750928,   46,4.6
19750929,   48,4.8
19750930,    2,0.2
19751001,   27,2.7
19751002,   21,2.1
19751003,   92,9.2
19751004,   44,4.4
19751005,   15,1.5
19751006,    7,0.7
19751007,   91,9.1
19751008,   53,5.3
19751009,   74,7.4
19751010,   70,7
19751011,   64,6.4
19751012,   59,5.9
19751013,   30,3
19751014,    4,0.4
19751015,   83,8.3
19751016,    3,0.3
19751017,    2,0.2
19751018,   33,3.3
19751019,   21,2.1
19751020,    0,0
19751021,    0,0
19751022,   47,4.7
19751023,   86,8.6
19751024,    8,0.8
19751025,    0,0
19751026,    1,0.1
19751027,   55,5.5
19751028,   21,2.1
19751029,   31,3.1
19751030,   56,5.6
19751031,   18,1.8
19751101,   37,3.7
19751102,   48,4.8
19751103,   41,4.1
19751104,   55,5.5
19751105,    0,0
19751106,   52,5.2
19751107,   52,5.2
19751108,   10,1
19751109,    8,0.8
19751110,   45,4.5
19751111,   54,5.4
19751112,   41,4.1
19751113,   18,1.8
19751114,    0,0
19751115,    0,0
19751116,    0,0
19751117,    0,0
19751118,   72,7.2
19751119,    0,0
19751120,   18,1.8
19751121,   63,6.3
19751122,   67,6.7
19751123,   16,1.6
19751124,   69,6.9
19751125,    0,0
19751126,    1,0.1
19751127,   12,1.2
19751128,    5,0.5
19751129,    4,0.4
19751130,    0,0
19751201,    0,0
19751202,   33,3.3
19751203,   34,3.4
19751204,    0,0
19751205,    0,0
19751206,    0,0
19751207,    0,0
19751208,   14,1.4
19751209,   48,4.8
19751210,    0,0
19751211,   19,1.9
19751212,    0,0
19751213,   67,6.7
19751214,   31,3.1
19751215,    0,0
19751216,    0,0
19751217,   26,2.6
19751218,   39,3.9
19751219,   13,1.3
19751220,    0,0
19751221,    0,0
19751222,    0,0
19751223,    0,0
19751224,   68,6.8
19751225,    0,0
19751226,    1,0.1
19751227,    0,0
19751228,    0,0
19751229,    0,0
19751230,   10,1
19751231,    0,0
19760101,    0,0
19760102,    0,0
19760103,   61,6.1
19760104,    0,0
19760105,    1,0.1
19760106,   28,2.8
19760107,    0,0
19760108,    0,0
19760109,   51,5.1
19760110,    0,0
19760111,    3,0.3
19760112,   34,3.4
19760113,   10,1
19760114,   46,4.6
19760115,   45,4.5
19760116,    0,0
19760117,    1,0.1
19760118,    1,0.1
19760119,   30,3
19760120,   17,1.7
19760121,   23,2.3
19760122,   25,2.5
19760123,   43,4.3
19760124,   33,3.3
19760125,   46,4.6
19760126,    2,0.2
19760127,   26,2.6
19760128,   46,4.6
19760129,   51,5.1
19760130,   60,6
19760131,    0,0
19760201,    0,0
19760202,    0,0
19760203,    0,0
19760204,    0,0
19760205,    0,0
19760206,   10,1
19760207,    0,0
19760208,    7,0.7
19760209,   33,3.3
19760210,   76,7.6
19760211,   59,5.9
19760212,    0,0
19760213,    0,0
19760214,   37,3.7
19760215,    5,0.5
19760216,    0,0
19760217,    0,0
19760218,    0,0
19760219,    0,0
19760220,    0,0
19760221,   19,1.9
19760222,   14,1.4
19760223,    0,0
19760224,   28,2.8
19760225,   70,7
19760226,    0,0
19760227,    0,0
19760228,    1,0.1
19760229,   38,3.8
19760301,   98,9.8
19760302,   79,7.9
19760303,   80,8
19760304,   78,7.8
19760305,   88,8.8
19760306,   92,9.2
19760307,   21,2.1
19760308,   55,5.5
19760309,   50,5
19760310,   24,2.4
19760311,    5,0.5
19760312,    9,0.9
19760313,   13,1.3
19760314,    1,0.1
19760315,    0,0
19760316,    0,0
19760317,    0,0
19760318,    7,0.7
19760319,   23,2.3
19760320,  101,10.1
19760321,   21,2.1
19760322,   44,4.4
19760323,   74,7.4
19760324,   74,7.4
19760325,   11,1.1
19760326,   36,3.6
19760327,    1,0.1
19760328,  100,10
19760329,   14,1.4
19760330,   58,5.8
19760331,   14,1.4
19760401,    3,0.3
19760402,   32,3.2
19760403,   93,9.3
19760404,   42,4.2
19760405,   64,6.4
19760406,   27,2.7
19760407,   11,1.1
19760408,   77,7.7
19760409,    9,0.9
19760410,   18,1.8
19760411,   32,3.2
19760412,   15,1.5
19760413,   10,1
19760414,    6,0.6
19760415,   69,6.9
19760416,   39,3.9
19760417,   89,8.9
19760418,   39,3.9
19760419,  112,11.2
19760420,  131,13.1
19760421,  117,11.7
19760422,   72,7.2
19760423,   93,9.3
19760424,  113,11.3
19760425,   95,9.5
19760426,  114,11.4
19760427,   13,1.3
19760428,  127,12.7
19760429,  133,13.3
19760430,   28,2.8
19760501,   73,7.3
19760502,   16,1.6
19760503,   69,6.9
19760504,   84,8.4
19760505,   11,1.1
19760506,   88,8.8
19760507,  128,12.8
19760508,  119,11.9
19760509,  112,11.2
19760510,   44,4.4
19760511,   58,5.8
19760512,   47,4.7
19760513,   95,9.5
19760514,  104,10.4
19760515,   99,9.9
19760516,   91,9.1
19760517,  112,11.2
19760518,   64,6.4
19760519,   33,3.3
19760520,   63,6.3
19760521,   84,8.4
19760522,   40,4
19760523,   93,9.3
19760524,  100,10
19760525,   65,6.5
19760526,   27,2.7
19760527,   58,5.8
19760528,   39,3.9
19760529,   53,5.3
19760530,   13,1.3
19760531,   10,1
19760601,   83,8.3
19760602,    3,0.3
19760603,   88,8.8
19760604,   32,3.2
19760605,   56,5.6
19760606,   46,4.6
19760607,  149,14.9
19760608,  144,14.4
19760609,  108,10.8
19760610,  102,10.2
19760611,   89,8.9
19760612,   19,1.9
19760613,  141,14.1
19760614,  128,12.8
19760615,   33,3.3
19760616,    0,0
19760617,    0,0
19760618,   95,9.5
19760619,    0,0
19760620,   60,6
19760621,   20,2
19760622,  134,13.4
19760623,  130,13
19760624,  154,15.4
19760625,  144,14.4
19760626,  135,13.5
19760627,  109,10.9
19760628,  101,10.1
19760629,  151,15.1
19760630,  158,15.8
19760701,  151,15.1
19760702,  147,14.7
19760703,  108,10.8
19760704,   68,6.8
19760705,  111,11.1
19760706,  108,10.8
19760707,  145,14.5
19760708,  133,13.3
19760709,   41,4.1
19760710,  135,13.5
19760711,  120,12
19760712,   67,6.7
19760713,   63,6.3
19760714,   89,8.9
19760715,   39,3.9
19760716,   45,4.5
19760717,   52,5.2
19760718,  130,13
19760719,   28,2.8
19760720,   31,3.1
19760721,  111,11.1
19760722,   80,8
19760723,   71,7.1
19760724,  103,10.3
19760725,   67,6.7
19760726,   21,2.1
19760727,   90,9
19760728,   71,7.1
19760729,  138,13.8
19760730,   49,4.9
19760731,   23,2.3
19760801,   94,9.4
19760802,   78,7.8
19760803,   47,4.7
19760804,  126,12.6
19760805,   96,9.6
19760806,   77,7.7
19760807,   44,4.4
19760808,   73,7.3
19760809,   48,4.8
19760810,   99,9.9
19760811,  101,10.1
19760812,  102,10.2
19760813,   87,8.7
19760814,   85,8.5
19760815,  107,10.7
19760816,  109,10.9
19760817,  114,11.4
19760818,   89,8.9
19760819,   98,9.8
19760820,  119,11.9
19760821,  128,12.8
19760822,  128,12.8
19760823,  131,13.1
19760824,  117,11.7
19760825,  119,11.9
19760826,  120,12
19760827,   38,3.8
19760828,   29,2.9
19760829,    9,0.9
19760830,    3,0.3
19760831,   22,2.2
19760901,   25,2.5
19760902,   43,4.3
19760903,  114,11.4
19760904,    4,0.4
19760905,   69,6.9
19760906,   79,7.9
19760907,  100,10
19760908,   80,8
19760909,   45,4.5
19760910,   39,3.9
19760911,   48,4.8
19760912,   40,4
19760913,    0,0
19760914,    1,0.1
19760915,    0,0
19760916,   26,2.6
19760917,   53,5.3
19760918,   53,5.3
19760919,   21,2.1
19760920,   62,6.2
19760921,   36,3.6
19760922,    0,0
19760923,   12,1.2
19760924,    0,0
19760925,    6,0.6
19760926,   98,9.8
19760927,   56,5.6
19760928,   29,2.9
19760929,   45,4.5
19760930,    5,0.5
19761001,   58,5.8
19761002,    2,0.2
19761003,   15,1.5
19761004,   59,5.9
19761005,    7,0.7
19761006,   21,2.1
19761007,   89,8.9
19761008,    4,0.4
19761009,   16,1.6
19761010,   19,1.9
19761011,   14,1.4
19761012,   37,3.7
19761013,    0,0
19761014,    0,0
19761015,    5,0.5
19761016,   81,8.1
19761017,   16,1.6
19761018,   16,1.6
19761019,   33,3.3
19761020,    4,0.4
19761021,    1,0.1
19761022,    1,0.1
19761023,   18,1.8
19761024,   31,3.1
19761025,    1,0.1
19761026,    1,0.1
19761027,   22,2.2
19761028,    0,0
19761029,    0,0
19761030,   17,1.7
19761031,   26,2.6
19761101,    0,0
19761102,   43,4.3
19761103,   48,4.8
19761104,   16,1.6
19761105,   69,6.9
19761106,    0,0
19761107,   48,4.8
19761108,   24,2.4
19761109,   28,2.8
19761110,    0,0
19761111,   26,2.6
19761112,    0,0
19761113,   44,4.4
19761114,   41,4.1
19761115,   11,1.1
19761116,    0,0
19761117,    0,0
19761118,    9,0.9
19761119,   10,1
19761120,    0,0
19761121,   55,5.5
19761122,    0,0
19761123,   62,6.2
19761124,    1,0.1
19761125,    0,0
19761126,    0,0
19761127,   64,6.4
19761128,    2,0.2
19761129,    0,0
19761130,    0,0
19761201,    1,0.1
19761202,   28,2.8
19761203,   64,6.4
19761204,   69,6.9
19761205,   52,5.2
19761206,   23,2.3
19761207,   10,1
19761208,   20,2
19761209,   45,4.5
19761210,   58,5.8
19761211,   65,6.5
19761212,    0,0
19761213,    0,0
19761214,    0,0
19761215,    3,0.3
19761216,    3,0.3
19761217,    0,0
19761218,    0,0
19761219,    0,0
19761220,    0,0
19761221,    0,0
19761222,    1,0.1
19761223,    0,0
19761224,   11,1.1
19761225,   31,3.1
19761226,   13,1.3
19761227,    9,0.9
19761228,   36,3.6
19761229,   32,3.2
19761230,    0,0
19761231,    0,0
19770101,    9,0.9
19770102,    5,0.5
19770103,   68,6.8
19770104,   15,1.5
19770105,    0,0
19770106,    0,0
19770107,   59,5.9
19770108,    0,0
19770109,    6,0.6
19770110,    0,0
19770111,   14,1.4
19770112,    0,0
19770113,    0,0
19770114,    0,0
19770115,    0,0
19770116,   33,3.3
19770117,   10,1
19770118,    0,0
19770119,    1,0.1
19770120,    7,0.7
19770121,    5,0.5
19770122,    0,0
19770123,    2,0.2
19770124,   10,1
19770125,    0,0
19770126,    8,0.8
19770127,    0,0
19770128,    0,0
19770129,   44,4.4
19770130,   12,1.2
19770131,   74,7.4
19770201,   21,2.1
19770202,    0,0
19770203,   18,1.8
19770204,    0,0
19770205,   45,4.5
19770206,   13,1.3
19770207,    8,0.8
19770208,   54,5.4
19770209,    0,0
19770210,    7,0.7
19770211,   54,5.4
19770212,    9,0.9
19770213,   48,4.8
19770214,   79,7.9
19770215,    0,0
19770216,   73,7.3
19770217,    1,0.1
19770218,    7,0.7
19770219,   80,8
19770220,   18,1.8
19770221,   29,2.9
19770222,   15,1.5
19770223,   37,3.7
19770224,    1,0.1
19770225,    0,0
19770226,   86,8.6
19770227,   44,4.4
19770228,   86,8.6
19770301,    0,0
19770302,   36,3.6
19770303,   55,5.5
19770304,   85,8.5
19770305,   38,3.8
19770306,    0,0
19770307,   38,3.8
19770308,   26,2.6
19770309,   67,6.7
19770310,   18,1.8
19770311,   61,6.1
19770312,   76,7.6
19770313,   13,1.3
19770314,   56,5.6
19770315,    0,0
19770316,    2,0.2
19770317,   56,5.6
19770318,   32,3.2
19770319,   84,8.4
19770320,   27,2.7
19770321,    0,0
19770322,    0,0
19770323,    1,0.1
19770324,    1,0.1
19770325,   54,5.4
19770326,    0,0
19770327,    0,0
19770328,   98,9.8
19770329,   73,7.3
19770330,   54,5.4
19770331,    0,0
19770401,   37,3.7
19770402,   76,7.6
19770403,   81,8.1
19770404,   85,8.5
19770405,    1,0.1
19770406,    1,0.1
19770407,   38,3.8
19770408,   91,9.1
19770409,   72,7.2
19770410,   23,2.3
19770411,   76,7.6
19770412,    7,0.7
19770413,   62,6.2
19770414,  112,11.2
19770415,   51,5.1
19770416,   80,8
19770417,   56,5.6
19770418,   29,2.9
19770419,   65,6.5
19770420,    0,0
19770421,    1,0.1
19770422,   11,1.1
19770423,   46,4.6
19770424,   97,9.7
19770425,   14,1.4
19770426,    8,0.8
19770427,  129,12.9
19770428,   14,1.4
19770429,   69,6.9
19770430,   79,7.9
19770501,   68,6.8
19770502,   68,6.8
19770503,   23,2.3
19770504,    5,0.5
19770505,    6,0.6
19770506,   72,7.2
19770507,   67,6.7
19770508,    0,0
19770509,   11,1.1
19770510,   25,2.5
19770511,   15,1.5
19770512,   47,4.7
19770513,   34,3.4
19770514,   75,7.5
19770515,   80,8
19770516,    1,0.1
19770517,   32,3.2
19770518,  140,14
19770519,  136,13.6
19770520,   56,5.6
19770521,   96,9.6
19770522,  149,14.9
19770523,  116,11.6
19770524,  111,11.1
19770525,   97,9.7
19770526,  126,12.6
19770527,  149,14.9
19770528,  132,13.2
19770529,  123,12.3
19770530,   21,2.1
19770531,   24,2.4
19770601,  139,13.9
19770602,   69,6.9
19770603,   85,8.5
19770604,   83,8.3
19770605,    1,0.1
19770606,   15,1.5
19770607,   66,6.6
19770608,   84,8.4
19770609,    4,0.4
19770610,   22,2.2
19770611,   67,6.7
19770612,   44,4.4
19770613,   10,1
19770614,    0,0
19770615,    0,0
19770616,   96,9.6
19770617,    0,0
19770618,    0,0
19770619,    0,0
19770620,    0,0
19770621,    0,0
19770622,   90,9
19770623,  105,10.5
19770624,   56,5.6
19770625,   12,1.2
19770626,   97,9.7
19770627,   71,7.1
19770628,    5,0.5
19770629,   46,4.6
19770630,   81,8.1
19770701,   13,1.3
19770702,  154,15.4
19770703,  145,14.5
19770704,  133,13.3
19770705,  141,14.1
19770706,  116,11.6
19770707,  142,14.2
19770708,   67,6.7
19770709,   62,6.2
19770710,   75,7.5
19770711,   96,9.6
19770712,   51,5.1
19770713,    0,0
19770714,   34,3.4
19770715,   85,8.5
19770716,   46,4.6
19770717,   15,1.5
19770718,   96,9.6
19770719,   65,6.5
19770720,   68,6.8
19770721,    6,0.6
19770722,    0,0
19770723,   73,7.3
19770724,   18,1.8
19770725,   37,3.7
19770726,   46,4.6
19770727,    9,0.9
19770728,    6,0.6
19770729,   89,8.9
19770730,  131,13.1
19770731,   85,8.5
19770801,   72,7.2
19770802,   63,6.3
19770803,   46,4.6
19770804,  111,11.1
19770805,   29,2.9
19770806,    0,0
19770807,    2,0.2
19770808,    0,0
19770809,   26,2.6
19770810,  110,11
19770811,  127,12.7
19770812,   64,6.4
19770813,    8,0.8
19770814,    0,0
19770815,    2,0.2
19770816,   16,1.6
19770817,    2,0.2
19770818,    0,0
19770819,    0,0
19770820,   35,3.5
19770821,   71,7.1
19770822,   20,2
19770823,  104,10.4
19770824,    0,0
19770825,   60,6
19770826,   76,7.6
19770827,   40,4
19770828,  123,12.3
19770829,  126,12.6
19770830,   24,2.4
19770831,    1,0.1
19770901,   49,4.9
19770902,    0,0
19770903,  117,11.7
19770904,  104,10.4
19770905,    8,0.8
19770906,    2,0.2
19770907,   54,5.4
19770908,    4,0.4
19770909,  105,10.5
19770910,   70,7
19770911,   43,4.3
19770912,   76,7.6
19770913,   96,9.6
19770914,  100,10
19770915,   66,6.6
19770916,   49,4.9
19770917,    5,0.5
19770918,   45,4.5
19770919,    6,0.6
19770920,    4,0.4
19770921,    1,0.1
19770922,    4,0.4
19770923,   21,2.1
19770924,    0,0
19770925,   35,3.5
19770926,   31,3.1
19770927,   39,3.9
19770928,    5,0.5
19770929,   36,3.6
19770930,    0,0
19771001,   89,8.9
19771002,   60,6
19771003,    8,0.8
19771004,   22,2.2
19771005,    1,0.1
19771006,    0,0
19771007,   30,3
19771008,    4,0.4
19771009,   70,7
19771010,   74,7.4
19771011,   70,7
19771012,   72,7.2
19771013,   59,5.9
19771014,   73,7.3
19771015,   59,5.9
19771016,   32,3.2
19771017,   28,2.8
19771018,   26,2.6
19771019,    6,0.6
19771020,    9,0.9
19771021,    3,0.3
19771022,   39,3.9
19771023,   52,5.2
19771024,   23,2.3
19771025,   53,5.3
19771026,    2,0.2
19771027,   33,3.3
19771028,   74,7.4
19771029,   27,2.7
19771030,   19,1.9
19771031,   21,2.1
19771101,   22,2.2
19771102,    1,0.1
19771103,   39,3.9
19771104,   60,6
19771105,   40,4
19771106,   54,5.4
19771107,    5,0.5
19771108,   12,1.2
19771109,    1,0.1
19771110,   45,4.5
19771111,   52,5.2
19771112,   47,4.7
19771113,   48,4.8
19771114,    0,0
19771115,   68,6.8
19771116,   18,1.8
19771117,    4,0.4
19771118,   11,1.1
19771119,   26,2.6
19771120,   45,4.5
19771121,    1,0.1
19771122,   51,5.1
19771123,    0,0
19771124,   33,3.3
19771125,   55,5.5
19771126,   24,2.4
19771127,   58,5.8
19771128,   38,3.8
19771129,   26,2.6
19771130,    0,0
19771201,    0,0
19771202,   40,4
19771203,   26,2.6
19771204,   55,5.5
19771205,    0,0
19771206,    0,0
19771207,    0,0
19771208,    0,0
19771209,   42,4.2
19771210,    9,0.9
19771211,   22,2.2
19771212,    8,0.8
19771213,    0,0
19771214,   27,2.7
19771215,   19,1.9
19771216,    0,0
19771217,    0,0
19771218,    2,0.2
19771219,    0,0
19771220,    3,0.3
19771221,   28,2.8
19771222,    3,0.3
19771223,    0,0
19771224,   15,1.5
19771225,    6,0.6
19771226,   17,1.7
19771227,   29,2.9
19771228,   17,1.7
19771229,    0,0
19771230,    1,0.1
19771231,    2,0.2
19780101,    0,0
19780102,   14,1.4
19780103,   30,3
19780104,   30,3
19780105,    1,0.1
19780106,    0,0
19780107,   16,1.6
19780108,    2,0.2
19780109,    7,0.7
19780110,    8,0.8
19780111,    0,0
19780112,   20,2
19780113,   47,4.7
19780114,    0,0
19780115,    0,0
19780116,    0,0
19780117,   13,1.3
19780118,    0,0
19780119,    6,0.6
19780120,   65,6.5
19780121,   15,1.5
19780122,   27,2.7
19780123,    0,0
19780124,   34,3.4
19780125,   78,7.8
19780126,   46,4.6
19780127,    0,0
19780128,    3,0.3
19780129,    0,0
19780130,   12,1.2
19780131,    0,0
19780201,    5,0.5
19780202,    2,0.2
19780203,    2,0.2
19780204,    0,0
19780205,   20,2
19780206,   15,1.5
19780207,   13,1.3
19780208,    1,0.1
19780209,   33,3.3
19780210,   70,7
19780211,   72,7.2
19780212,    0,0
19780213,   41,4.1
19780214,    5,0.5
19780215,    5,0.5
19780216,   18,1.8
19780217,   53,5.3
19780218,    0,0
19780219,    0,0
19780220,    7,0.7
19780221,    0,0
19780222,    0,0
19780223,   25,2.5
19780224,   10,1
19780225,    0,0
19780226,    1,0.1
19780227,    7,0.7
19780228,    8,0.8
19780301,    4,0.4
19780302,    0,0
19780303,   42,4.2
19780304,   38,3.8
19780305,   94,9.4
19780306,   98,9.8
19780307,   73,7.3
19780308,   10,1
19780309,   25,2.5
19780310,   35,3.5
19780311,   35,3.5
19780312,    9,0.9
19780313,   43,4.3
19780314,   14,1.4
19780315,   35,3.5
19780316,   19,1.9
19780317,   22,2.2
19780318,   62,6.2
19780319,    0,0
19780320,    0,0
19780321,   50,5
19780322,    2,0.2
19780323,   57,5.7
19780324,   45,4.5
19780325,   15,1.5
19780326,   88,8.8
19780327,   29,2.9
19780328,    0,0
19780329,   54,5.4
19780330,   86,8.6
19780331,    1,0.1
19780401,    7,0.7
19780402,   40,4
19780403,    0,0
19780404,    0,0
19780405,   81,8.1
19780406,  106,10.6
19780407,  107,10.7
19780408,    0,0
19780409,    0,0
19780410,   47,4.7
19780411,   75,7.5
19780412,   17,1.7
19780413,    0,0
19780414,  102,10.2
19780415,   91,9.1
19780416,    4,0.4
19780417,   66,6.6
19780418,    0,0
19780419,   25,2.5
19780420,   61,6.1
19780421,    0,0
19780422,    1,0.1
19780423,  118,11.8
19780424,  118,11.8
19780425,    0,0
19780426,    0,0
19780427,    0,0
19780428,   22,2.2
19780429,   11,1.1
19780430,   39,3.9
19780501,    0,0
19780502,    0,0
19780503,   67,6.7
19780504,   48,4.8
19780505,    0,0
19780506,   42,4.2
19780507,   67,6.7
19780508,    0,0
19780509,  123,12.3
19780510,  128,12.8
19780511,    5,0.5
19780512,   74,7.4
19780513,    5,0.5
19780514,    3,0.3
19780515,    3,0.3
19780516,   96,9.6
19780517,  107,10.7
19780518,   59,5.9
19780519,   36,3.6
19780520,  104,10.4
19780521,   35,3.5
19780522,    1,0.1
19780523,  137,13.7
19780524,    1,0.1
19780525,  152,15.2
19780526,  140,14
19780527,  135,13.5
19780528,  135,13.5
19780529,  142,14.2
19780530,  131,13.1
19780531,  130,13
19780601,   77,7.7
19780602,   60,6
19780603,  128,12.8
19780604,   79,7.9
19780605,   13,1.3
19780606,   15,1.5
19780607,   31,3.1
19780608,   59,5.9
19780609,  144,14.4
19780610,   49,4.9
19780611,  123,12.3
19780612,   22,2.2
19780613,    4,0.4
19780614,    2,0.2
19780615,    5,0.5
19780616,   79,7.9
19780617,   65,6.5
19780618,  152,15.2
19780619,  120,12
19780620,  113,11.3
19780621,   40,4
19780622,   13,1.3
19780623,   48,4.8
19780624,   99,9.9
19780625,   54,5.4
19780626,    1,0.1
19780627,   43,4.3
19780628,   61,6.1
19780629,    1,0.1
19780630,   59,5.9
19780701,   15,1.5
19780702,    1,0.1
19780703,   37,3.7
19780704,   61,6.1
19780705,    2,0.2
19780706,    7,0.7
19780707,   89,8.9
19780708,    1,0.1
19780709,   62,6.2
19780710,  117,11.7
19780711,   61,6.1
19780712,    0,0
19780713,   42,4.2
19780714,  108,10.8
19780715,   53,5.3
19780716,   72,7.2
19780717,   72,7.2
19780718,   56,5.6
19780719,    7,0.7
19780720,    1,0.1
19780721,   28,2.8
19780722,   23,2.3
19780723,    1,0.1
19780724,   65,6.5
19780725,  135,13.5
19780726,   59,5.9
19780727,   95,9.5
19780728,   86,8.6
19780729,   59,5.9
19780730,    5,0.5
19780731,    0,0
19780801,   50,5
19780802,    2,0.2
19780803,   37,3.7
19780804,   38,3.8
19780805,   33,3.3
19780806,   66,6.6
19780807,   34,3.4
19780808,   14,1.4
19780809,   17,1.7
19780810,   47,4.7
19780811,   96,9.6
19780812,   16,1.6
19780813,  101,10.1
19780814,   64,6.4
19780815,   61,6.1
19780816,   96,9.6
19780817,  106,10.6
19780818,  130,13
19780819,  128,12.8
19780820,   93,9.3
19780821,  111,11.1
19780822,   38,3.8
19780823,   69,6.9
19780824,   78,7.8
19780825,   38,3.8
19780826,   23,2.3
19780827,   67,6.7
19780828,   11,1.1
19780829,   27,2.7
19780830,   84,8.4
19780831,    1,0.1
19780901,   22,2.2
19780902,   46,4.6
19780903,  105,10.5
19780904,   63,6.3
19780905,   29,2.9
19780906,   37,3.7
19780907,   23,2.3
19780908,   15,1.5
19780909,   58,5.8
19780910,   26,2.6
19780911,   54,5.4
19780912,  109,10.9
19780913,   42,4.2
19780914,   63,6.3
19780915,   48,4.8
19780916,  108,10.8
19780917,   81,8.1
19780918,   81,8.1
19780919,   72,7.2
19780920,   81,8.1
19780921,   66,6.6
19780922,   51,5.1
19780923,   97,9.7
19780924,   78,7.8
19780925,   49,4.9
19780926,   64,6.4
19780927,   52,5.2
19780928,    1,0.1
19780929,   45,4.5
19780930,    1,0.1
19781001,   50,5
19781002,   43,4.3
19781003,   12,1.2
19781004,   69,6.9
19781005,    6,0.6
19781006,   36,3.6
19781007,   96,9.6
19781008,   57,5.7
19781009,    2,0.2
19781010,   26,2.6
19781011,   52,5.2
19781012,   60,6
19781013,   36,3.6
19781014,   40,4
19781015,    4,0.4
19781016,    4,0.4
19781017,   22,2.2
19781018,   78,7.8
19781019,    0,0
19781020,    1,0.1
19781021,   61,6.1
19781022,   28,2.8
19781023,   87,8.7
19781024,   28,2.8
19781025,   33,3.3
19781026,    0,0
19781027,    2,0.2
19781028,    5,0.5
19781029,   31,3.1
19781030,    4,0.4
19781031,   11,1.1
19781101,   17,1.7
19781102,   11,1.1
19781103,   19,1.9
19781104,    5,0.5
19781105,   14,1.4
19781106,    2,0.2
19781107,   56,5.6
19781108,   33,3.3
19781109,   12,1.2
19781110,    0,0
19781111,    0,0
19781112,   32,3.2
19781113,   30,3
19781114,    8,0.8
19781115,    0,0
19781116,   56,5.6
19781117,   31,3.1
19781118,    0,0
19781119,    0,0
19781120,   77,7.7
19781121,    3,0.3
19781122,   11,1.1
19781123,   27,2.7
19781124,    0,0
19781125,   72,7.2
19781126,   76,7.6
19781127,   73,7.3
19781128,   65,6.5
19781129,   41,4.1
19781130,   46,4.6
19781201,   36,3.6
19781202,    0,0
19781203,    0,0
19781204,    2,0.2
19781205,    0,0
19781206,   46,4.6
19781207,    0,0
19781208,    6,0.6
19781209,   45,4.5
19781210,    0,0
19781211,    0,0
19781212,   12,1.2
19781213,   28,2.8
19781214,   20,2
19781215,    7,0.7
19781216,   23,2.3
19781217,    2,0.2
19781218,   32,3.2
19781219,   37,3.7
19781220,    0,0
19781221,    0,0
19781222,    0,0
19781223,    0,0
19781224,    0,0
19781225,   35,3.5
19781226,    0,0
19781227,    0,0
19781228,    4,0.4
19781229,    4,0.4
19781230,   15,1.5
19781231,    0,0
19790101,   70,7
19790102,   17,1.7
19790103,    0,0
19790104,    0,0
19790105,   20,2
19790106,   38,3.8
19790107,    0,0
19790108,    1,0.1
19790109,   58,5.8
19790110,   19,1.9
19790111,   68,6.8
19790112,   64,6.4
19790113,   70,7
19790114,    0,0
19790115,    0,0
19790116,    0,0
19790117,    0,0
19790118,    0,0
19790119,    0,0
19790120,    0,0
19790121,    0,0
19790122,    0,0
19790123,    0,0
19790124,   48,4.8
19790125,    0,0
19790126,   26,2.6
19790127,   21,2.1
19790128,   31,3.1
19790129,   10,1
19790130,    8,0.8
19790131,   16,1.6
19790201,    0,0
19790202,   14,1.4
19790203,   87,8.7
19790204,    1,0.1
19790205,    8,0.8
19790206,   68,6.8
19790207,    0,0
19790208,   19,1.9
19790209,    0,0
19790210,    0,0
19790211,    0,0
19790212,    1,0.1
19790213,    0,0
19790214,   24,2.4
19790215,    0,0
19790216,    0,0
19790217,    0,0
19790218,    0,0
19790219,    0,0
19790220,    0,0
19790221,    0,0
19790222,   26,2.6
19790223,   74,7.4
19790224,   19,1.9
19790225,   81,8.1
19790226,   42,4.2
19790227,   44,4.4
19790228,   21,2.1
19790301,   64,6.4
19790302,    0,0
19790303,    1,0.1
19790304,   87,8.7
19790305,   64,6.4
19790306,   37,3.7
19790307,   74,7.4
19790308,   51,5.1
19790309,   16,1.6
19790310,    0,0
19790311,    2,0.2
19790312,   48,4.8
19790313,    0,0
19790314,    0,0
19790315,    0,0
19790316,    0,0
19790317,   43,4.3
19790318,   44,4.4
19790319,    2,0.2
19790320,   40,4
